numero_questao,gabarito,nu_param_B,enunciado,alternativas
45,D,1.33455,"Os maiores consumidores da infraestrutura logística para exportação no Brasil são os produtos a granel, dentre os quais se destacam o minério de ferro, petróleo e seus derivados e a soja, que, por possuírem baixo valor agregado, e por serem movimentados em grandes volumes, necessitam de uma infraestrutura de grande porte e baixos custos. No caso da soja, a infraestrutura deixa muito a desejar, resultando em enormes ﬁlas de navios, caminhões e trens, que, por ﬁcarem grande parte do tempo ociosos nas ﬁlas, têm seu custo majorado, onerando fortemente o exportador, afetando sua margem de lucro e ameaçando nossa competitividade internacional.FLEURY, P. F. A infraestrutura e os desafios logísticos das exportações brasileiras.  Rio de Janeiro: CEL; Coppead; UFRJ, 2005 (adaptado).No contexto do início do século XXI, uma ação para solucionar os problemas logísticos da soja apresentados no texto seria a",A: isenção de impostos de transportes; B: construção de terminais atracadouros; C: diversiﬁcação dos parceiros comerciais; D: contratação de trabalhadores portuários; E: intensiﬁcação do policiamento das rodovias
19,B,0.89353,"A diversidade de atividades relacionadas ao setor terciário reforça a tendência mais geral de desindustrialização de muitos dos países desenvolvidos sem que estes, contudo, percam o comando da economia. Essa mudança implica nova divisão internacional do trabalho, que não é mais apoiada na clara segmentação setorial das atividades econômicas.RIO, G. A. P. A espacialidade da economia. In: CASTRO, I. E.; GOMES, P. C. C.; CORRÊA, R. L. (Org.). Olhares geográficos: modos de ver e viver o espaço. Rio de Janeiro:   Bertrand Brasil, 2012 (adaptado).Nesse contexto, o fenômeno descrito tem como um de seus resultados a",A: saturação do setor secundário; B:  ampliação dos direitos laborais; C:  bipolarização do poder geopolítico; D:  consolidação do domínio tecnológico; E:  primarização das exportações globais
41,C,1.54535,"Muitos países se caracterizam por terem populações multiétnicas. Com frequência, evoluíram desse modo ao longo de séculos. Outras sociedades se tornaram multiétnicas mais rapidamente, como resultado de políticas incentivando a migração, ou por conta de legados coloniais e imperiais. GIDDENS, A. Sociologia . Porto Alegre: Penso, 2012 (adaptado).Do ponto de vista do funcionamento das democracias contemporâneas, o modelo de sociedade descrito demanda, simultaneamente,",A: defesa do patriotismo e rejeição ao hibridismo; B: universalização de direitos e respeito à diversidade; C: segregação do território e estímulo ao autogoverno; D: políticas de compensação e homogeneização do idioma.; E: padronização da cultura e repressão aos particularismos
5,A,1.43814,Figura 1Figura 2JFMAMTemperatura Taxa de pluviosidadeJJASOND−101020304050ºC mm0204060801000Cidade do CaboBarcelona MoscouMumbaiSydneyDisponível em: https://pt.climate-data.org. Acesso em: 12 maio 2017 (adaptado) .As temperaturas médias mensais e as taxas de pluviosidade expressas no climograma apresentam o clima típico da seguinte cidade:,"A:  Cidade do Cabo (África do Sul), marcado pela reduzida amplitude térmica anual; B:  Sydney (Austrália), caracterizado por precipitações abundantes no decorrer do ano; C:  Mumbai (Índia), deﬁnido pelas chuvas monçônicas torrenciais; D:  Barcelona (Espanha), afetado por massas de ar seco; E:  Moscou (Rússia), influenciado pela localização geográﬁca em alta latitude"
33,A,1.77395,"Procuramos demonstrar que o desenvolvimento pode ser visto como um processo de expansão das liberdades reais que as pessoas desfrutam. O enfoque nas liberdades humanas contrasta com visões mais restritas de desenvolvimento, como as que identiﬁcam desenvolvimento com crescimento do Produto Nacional Bruto, ou industrialização. O crescimento do PNB pode ser muito importante como um meio de expandir as liberdades. Mas as liberdades dependem também de outros determinantes, como os serviços de educação e saúde e os direitos civis.SEN, A. Desenvolvimento como liberdade. São Paulo: Cia. das Letras, 2010.",A: concepção de desenvolvimento proposta no texto fundamenta-se no vínculo entreA  incremento da indústria e atuação no mercado ﬁnanceiro; B:  criação de programas assistencialistas e controle de preços; C:  elevação da renda média e arrecadação de impostos; D:  garantia da cidadania e ascensão econômica; E:  ajuste de políticas econômicas e incentivos ﬁscais
8,C,1.1553,"A primeira Guerra do Golfo, genuinamente apoiada pelas Nações Unidas e pela comunidade internacional, assim como a reação imediata ao Onze de Setembro, demonstravam a força da posição dos Estados Unidos na era pós-soviética.HOBSBAWM, E. Globalização, democracia e terrorismo. São Paulo: Cia. das Letras, 2007.Um aspecto que explica a força dos Estados Unidos, apontada pelo texto, reside no(a)","A:  poder de suas bases militares espalhadas ao redor do mundo; B:  alinhamento geopolítico da Rússia em relação aos EUA; C:  política de expansionismo territorial exercida sobre Cuba; D:  aliança estratégica com países produtores de petróleo, como Kuwait e Irã; E:  incorporação da China à Organização do Tratado  do Atlântico Norte (Otan)"
24,C,1.44856,"O New Deal visa restabelecer o equilíbrio entre o custo de produção e o preço, entre a cidade e o campo, entre os preços agrícolas e os preços industriais, reativar o mercado interno — o único que é importante —, pelo controle de preços e da produção, pela revalorização dos salários e do poder aquisitivo das massas, isto é, dos lavradores e operários, e pela regulamentação das condições de emprego.CROUZET, M. Os Estados perante a crise. In: História geral das civilizações.  São Paulo: Difel, 1977 (adaptado).Tendo como referência os condicionantes históricos do entreguerras, as medidas governamentais descritas objetivavam",A:  flexibilizar as regras do mercado ﬁnanceiro; B:  fortalecer o sistema de tributação regressiva; C:  introduzir os dispositivos de contenção creditícia; D:  racionalizar os custos da automação industrial mediante negociação sindical; E:  recompor os mecanismos de acumulação econômica por meio da intervenção estatal
38,D,1.2222,"E venham, então, os alegres incendiários de dedos carbonizados! Vamos! Ateiem fogo às estantes das bibliotecas! Desviem o curso dos canais, para inundar os museus! Empunhem as picaretas, os machados, os martelos e deitem abaixo sem piedade as cidades veneradas!MARINETTI, F. T. Manifesto futurista. Disponível em: www.sibila.com.br.  Acesso em: 2 ago. 2012 (adaptado).Que princípio marcante do Futurismo e comum a várias correntes artísticas e culturais das primeiras três décadas do século XX está destacado no texto?",A:  A tradição é uma força incontornável; B:  A arte é expressão da memória coletiva; C:  A modernidade é a superação decisiva da história; D:  A realidade cultural é determinada economicamente; E: A memória é um elemento crucial da identidade cultural
40,D,2.53802,"Uma sociedade é uma associação mais ou menos autossuﬁciente de pessoas que em suas relações mútuas reconhecem certas regras de conduta como obrigatórias e que, na maioria das vezes, agem de acordo com elas. Uma sociedade é bem ordenada não apenas quando está planejada para promover o bem de seus membros, mas quando é também efetivamente regulada por uma concepção pública de justiça. Isto é, trata-se de uma sociedade na qual todos aceitam, e sabem que os outros aceitam, o mesmo princípio de justiça. RAWLS, J. Uma teoria da justiça. São Paulo: Martins Fontes, 1997 (adaptado).A visão expressa nesse texto do século XX remete a qual aspecto do pensamento moderno?",A:  A relação entre liberdade e autonomia do Liberalismo; B:  A independência entre poder e moral do Racionalismo; C:  A convenção entre cidadãos e soberano do Absolutismo; D:  A dialética entre indivíduo e governo autocrata do Idealismo; E:  A contraposição entre bondade e condição selvagem do Naturalismo
11,D,0.36748,"A representação de Demócrito é semelhante à de Anaxágoras, na medida em que um inﬁnitamente múltiplo é a origem; mas nele a determinação dos princípios fundamentais aparece de maneira tal que contém aquilo que para o que foi formado não é, absolutamente, o aspecto simples para si. Por exemplo, partículas de carne e de ouro seriam princípios que, através de sua concentração, formam aquilo que aparece como ﬁgura.HEGEL, G. W. F. Crítica moderna. In: SOUZA, J. C. (Org.). Os pré-socráticos: vida e obra. São Paulo: Nova Cultural, 2000 (adaptado).    O texto faz uma apresentação crítica acerca do pensamento de Demócrito, segundo o qual o “princípio constitutivo das coisas” estava representado pelo(a)","A: número, que fundamenta a criação dos deuses; B: devir, que simboliza o constante movimento dos objetos; C: água, que expressa a causa material da origem  do universo; D: imobilidade, que sustenta a existência do ser atemporal; E: átomo, que explica o surgimento dos entes"
28,C,1.30384,"Uma conversação de tal natureza transforma o ouvinte; o contato de Sócrates paralisa e embaraça; leva a refletir sobre si mesmo, a imprimir à atenção uma direção incomum: os temperamentais, como Alcibíades, sabem que encontrarão junto dele todo o bem de que são capazes, mas fogem porque receiam essa influência poderosa, que os leva a se censurarem. É sobretudo a esses jovens, muitos quase crianças, que ele tenta imprimir sua orientação.BRÉHIER, E. História da filosofia . São Paulo: Mestre Jou, 1977.O texto evidencia características do modo de vida socrático, que se baseava na",A:  contemplação da tradição mítica; B:  sustentação do método dialético; C:  relativização do saber verdadeiro; D:  valorização da argumentação retórica.; E:  investigação dos fundamentos da natureza
17,C,1.21258,"A grande maioria dos países ocidentais democráticos adotou o Tribunal Constitucional como mecanismo de controle dos demais poderes. A inclusão dos Tribunais no cenário político implicou alterações no cálculo para a implementação de políticas públicas. O governo, além de negociar seu plano político com o Parlamento, teve que se preocupar em não infringir a Constituição.  Essa nova arquitetura institucional propiciou o desenvolvimento de um ambiente político que viabilizou a participação do Judiciário nos processos decisórios.CARVALHO, E. R. Revista de Sociologia e Política , n. 23, nov. 2004 (adaptado).O texto faz referência a uma importante mudança na dinâmica de funcionamento dos Estados contemporâneos que, no caso brasileiro, teve como consequência a",A:  adoção de eleições para a alta magistratura; B:  diminuição das tensões entre os entes federativos; C:  suspensão do princípio geral dos freios e contrapesos; D:  judicialização de questões próprias da esfera legislativa; E:  proﬁssionalização do quadro de funcionários da Justiça
2,E,0.64189,"Ao destruir uma paisagem de árvores de troncos retorcidos, folhas e arbustos ásperos sobre os solos ácidos, não raro laterizados ou tomados pelas formas bizarras dos cupinzeiros, essa modernização lineariza e aparentemente não permite que se questione a pretensão modernista de que a forma deve seguir a função.HAESBAERT, R. “Gaúchos” e baianos no “novo” Nordeste: entre a globalização econômica e a reinvenção das identidades territoriais. In: CASTRO, I. E.; GOMES, P . C. C.; CORRÊA, R. L. (Org.). Brasil: questões atuais da reorganização do território .  Rio de Janeiro: Bertrand Brasil, 2008.O processo descrito ocorre em uma área biogeográﬁca com predomínio de vegetação",A:  tropóﬁla e clima tropical; B:  xeróﬁla e clima semiárido; C:  hidróﬁla e clima equatorial; D:  aciculifoliada e clima subtropical; E:  semidecídua e clima tropical úmido
9,E,0.03534,"A instalação de uma reﬁnaria obedece a diversos fatores técnicos. Um dos mais importantes é a localização, que deve ser próxima tanto dos centros de consumo como das áreas de produção. A Petrobras possui reﬁnarias estrategicamente distribuídas pelo país. Elas são responsáveis pelo processamento de milhões de barris de petróleo por dia, suprindo o mercado com derivados que podem ser obtidos a partir de petróleo nacional ou importado.MURTA, A. L. S. Energia: o vício da civilização; crise energética e alternativas sustentáveis. Rio de Janeiro: Garamond, 2011.A territorialização de uma unidade produtiva depende de diversos fatores locacionais. A partir da leitura do texto, o fator determinante para a instalação das reﬁnarias de petróleo é a proximidade a",A:  sedes de empresas petroquímicas; B:  zonas de importação de derivados; C:  polos de desenvolvimento tecnológico; D:  áreas de aglomerações de mão de obra; E:  espaços com infraestrutura de circulação
15,D,1.11385,"Mas era sobretudo a lã que os compradores, vindos da Flandres ou da Itália, procuravam por toda a parte. Para satisfazê-los, as raças foram melhoradas através do aumento progressivo das suas dimensões. Esse crescimento prosseguiu durante todo o século XIII, e as abadias da Ordem de Cister, onde eram utilizados os métodos mais racionais de criação de gado, desempenharam certamente um papel determinante nesse aperfeiçoamento.DUBY, G. Economia rural e vida no campo no Ocidente medieval.  Lisboa: Estampa, 1987 (adaptado).O texto aponta para a relação entre aperfeiçoamento da atividade pastoril e avanço técnico na Europa ocidental feudal, que resultou do(a) ",A:  crescimento do trabalho escravo.; B:  desenvolvimento da vida urbana; C:  padronização dos impostos locais; D:  uniformização do processo produtivo; E:  desconcentração da estrutura fundiária
31,C,1.4133,"Tudo sobre a batalha de Belo Monte . Disponível em: http://arte.folha.uol.com.br. Acesso em: 10 jan. 2014.Comparando os dados das hidrelétricas, uma característica territorial positiva de Belo Monte é o(a)",A:  reduzido espaço relativo inundado; B:  acentuado desnível do relevo local; C:  elevado índice de urbanização regional; D:  presença dos grandes parques industriais; E:  proximidade de fronteiras internacionais estratégicas
42,C,0.30658,"Trata-se da perda progressiva da produtividade de biomas inteiros, afetando parcelas muito expressivas dos domínios subúmidos e semiáridos em todas as regiões quentes do mundo. É nessas áreas, ecologicamente transicionais, que a pressão sobre a biomassa se faz sentir com muita força, devido à retirada da cobertura florestal, ao superpastoreio e às atividades mineradoras não controladas, desencadeando um quadro agudo de degradação ambiental, refletido pela incapacidade de suporte para o desenvolvimento de espécies vegetais, seja uma floresta natural ou plantações agrícolas.CONTI, J. B. A geograﬁa física e as relações sociedade-natureza no mundo tropical. In: CARLOS, A. F. A. (Org.). Novos caminhos da geografia. São Paulo: Contexto, 1999 (adaptado).O texto enfatiza uma consequência da relação conflituosa entre a sociedade humana e o ambiente, que diz respeito ao processo de",A:  inversão térmica; B:  poluição atmosférica; C:  eutroﬁzação da água; D:  contaminação dos solos; E:  desertiﬁcação de ecossistemas
12,E,0.89411,"O fenômeno da mobilidade populacional vem, desde as últimas décadas do século XX, apresentando transformações signiﬁcativas no seu comportamento, não só no Brasil como também em outras partes do mundo. Esses novos processos se materializam, entre outros aspectos, na dimensão interna, pelo redirecionamento dos fluxos migratórios para as cidades médias, em detrimento dos grandes centros urbanos; pelos deslocamentos de curta duração e a distâncias menores; pelos movimentos pendulares, que passam a assumir maior relevância nas estratégias de sobrevivência, não mais restritos aos grandes aglomerados urbanos.OLIVEIRA, L. A. P.; OLIVEIRA, A. T. R. Reflexões sobre os deslocamentos populacionais no Brasil. Rio de Janeiro: IBGE, 2011 (adaptado).","A: redeﬁnição dos fluxos migratórios internos no Brasil, no período apontado no texto, tem como causa a intensiﬁcação do processo deA  descapitalização do setor primário; B:  ampliação da economia informal.; C:  tributação da área residencial citadina; D:  desconcentração da atividade industrial; E:  saturação da empregabilidade no setor terciário"
34,C,1.4933,"A participação da mulher no processo de decisão política ainda é extremamente limitada em praticamente todos os países, independentemente do regime econômico e social e da estrutura institucional vigente em cada um deles. É fato público e notório, além de empiricamente comprovado, que as mulheres estão em geral sub-representadas nos órgãos do poder, pois a proporção não corresponde jamais ao peso relativo dessa parte da população.TABAK, F. Mulheres públicas: participação política e poder. Rio de Janeiro: Letra Capital, 2002.No âmbito do Poder Legislativo brasileiro, a tentativa de reverter esse quadro de sub-representação tem envolvido a implementação, pelo Estado, de",A:  leis de combate à violência doméstica.; B:  cotas de gênero nas candidaturas partidárias; C:  programas de mobilização política nas escolas; D:  propagandas de incentivo ao voto consciente; E:  apoio ﬁnanceiro às lideranças femininas
16,A,2.13138,"Palestinos se agruparam em frente a aparelhos de televisão e telas montadas ao ar livre em Ramalah, na Cisjordânia, para acompanhar o voto da resolução que pedia o reconhecimento da chamada Palestina como um Estado observador não membro da Organização das Nações Unidas (ONU). O objetivo era esperar pelo nascimento, ao menos formal, de um Estado palestino. Depois da aprovação da resolução, centenas de pessoas foram à praça da cidade com bandeiras palestinas, soltaram fogos de artifício, ﬁzeram buzinaços e dançaram pelas ruas. Aprovada com 138 votos dos 193 da Assembleia-Geral, a resolução eleva o status do Estado palestino perante a organização.Palestinos comemoram elevação de status na ONU com bandeiras e fogos . Disponível em: http://folha.com. Acesso em: 4 dez. 2012 (adaptado).",A: mencionada resolução da ONU referendou o(a)A  delimitação institucional das fronteiras territoriais; B:  aumento da qualidade de vida da população local; C:  implementação do tratado de paz com os israelenses; D:  apoio da comunidade internacional à demanda nacional; E:  equiparação da condição política com a dos demais países
10,A,2.02381," Sou ﬁlho natural de uma negra, africana livre, da Costa da Mina (Nagô de Nação), de nome Luiza Mahin, pagã, que sempre recusou o batismo e a doutrina cristã. Minha mãe era baixa de estatura, magra, bonita, a cor era de um preto retinto e sem lustro, tinha os dentes alvíssimos como a neve, era muito altiva, geniosa, insofrida. Dava-se ao comércio — era quitandeira, muito laboriosa e, mais de uma vez, na Bahia, foi presa como suspeita de envolver-se em planos de insurreição de escravos, que não tiveram efeito.AZEVEDO, E. “Lá vai verso!”: Luiz Gama e as primeiras trovas burlescas de Getulino. In: CHALHOUB, S.; PEREIRA, L. A. M. A história contada : capítulos de história social da literatura no Brasil. Rio de Janeiro: Nova Fronteira, 1998 (adaptado).Nesse trecho de suas memórias, Luiz Gama ressalta a importância dos(as)",A:  laços de solidariedade familiar; B:  estratégias de resistência cultural; C:  mecanismos de hierarquização tribal; D:  instrumentos de dominação religiosa; E:  limites da concessão de alforria
13,D,1.05194,"Figura 1TERRA MARMORNOALTA       PRESSÃ O BAIXAPRESSÃOQUENTEFORMAÇÃO DA  BRISA  MARINHAFigura 2TERRA MARMORNOBAIXAPRESSÃOFRIOALTA        PRESSÃ OFORMAÇÃO DO  TERRALSALGADO-LABOURIAU, M. L. História ecológica da Terra .  São Paulo: Edgard Blucher, 1994 (adaptado).Nas imagens constam informações sobre a formação de brisas em áreas litorâneas. Esse processo é resultado de",A:  uniformidade do gradiente de pressão atmosférica; B:  aquecimento diferencial da superfície; C:  quedas acentuadas de médias térmicas; D:  mudanças na umidade relativa do ar; E:  variações altimétricas acentuadas
4,E,0.60943,"Durante o Estado Novo, os encarregados da propaganda procuraram aperfeiçoar-se na arte da empolgação e envolvimento das “multidões” através das mensagens políticas. Nesse tipo de discurso, o signiﬁcado das palavras importa pouco, pois, como declarou Goebbels, “não falamos para dizer alguma coisa, mas para obter determinado efeito”.CAPELATO, M. H. Propaganda política e controle dos meios de comunicação.   In: PANDOLFI, D. (Org.). Repensando o Estado Novo . Rio de Janeiro: FGV, 1999.O controle sobre os meios de comunicação foi uma marca do Estado Novo, sendo fundamental à propaganda política, na medida em que visava",A:  conquistar o apoio popular na legitimação do novo governo; B:  ampliar o envolvimento das multidões nas decisões políticas; C:  aumentar a oferta de informações públicas para a sociedade civil; D:  estender a participação democrática dos meios de comunicação no Brasil; E:  alargar o entendimento da população sobre as intenções do novo governo
44,B,0.56914,"TEXTO ISólon é o primeiro nome grego que nos vem à mente quando terra e dívida são mencionadas juntas. Logo depois de 600 a.C., ele foi designado “legislador” em Atenas, com poderes sem precedentes, porque a exigência de redistribuição de terras e o cancelamento das dívidas não podiam continuar bloqueados pela oligarquia dos proprietários de terra por meio da força ou de pequenas concessões.FINLEY, M. Economia e sociedade na Grécia antiga .  São Paulo: WMF Martins Fontes, 2013 (adaptado). TEXTO IIA “Lei das Doze Tábuas” se tornou um dos textos fundamentais do direito romano, uma das principais heranças romanas que chegaram até nós. A publicação dessas leis, por volta de 450 a.C., foi importante, pois o conhecimento das “regras do jogo” da vida em sociedade é um instrumento favorável ao homem comum e potencialmente limitador da hegemonia e arbítrio dos poderosos. FUNARI, P. P. Grécia e Roma. São Paulo: Contexto, 2011 (adaptado).O ponto de convergência entre as realidades sociopolíticas indicadas nos textos consiste na ideia de que a",A:  discussão de preceitos formais estabeleceu a democracia; B:  invenção de códigos jurídicos desarticulou as aristocracias; C:  formulação de regulamentos oﬁciais instituiu as sociedades; D:  deﬁnição de princípios morais encerrou os conflitos de interesses; E:  criação de normas coletivas diminuiu as desigualdades de tratamento
3,A,1.16631,"Com a Lei de Terras de 1850, o acesso à terra só passou a ser possível por meio da compra com pagamento em dinheiro. Isso limitava, ou mesmo praticamente impedia, o acesso à terra para os trabalhadores escravos que conquistavam a liberdade. OLIVEIRA, A. U. Agricultura brasileira: transformações recentes. In: ROSS, J. L. S. Geografia do Brasil. São Paulo: Edusp, 2009.O fato legal evidenciado no texto acentuou o processo de",A:  reforma agrária; B:  expansão mercantil; C:  concentração fundiária; D:  desruralização da elite; E:  mecanização da produ ção
1,A,1.0434,"Estão aí, como se sabe, dois candidatos à presidência, os senhores Eduardo Gomes e Eurico Dutra, e um terceiro, o senhor Getúlio Vargas, que deve ser candidato de algum grupo político oculto, mas é também o candidato popular. Porque há dois “queremos”: o “queremos” dos que querem ver se continuam nas posições e o “queremos” popular... Aﬁnal, o que é que o senhor Getúlio Vargas é? É fascista? É comunista? É ateu? É cristão? Quer sair? Quer ﬁcar? O povo, entretanto, parece que gosta dele por isso mesmo, porque ele é “à moda da casa”.A Democracia . 16 set. 1945, apud GOMES, A. C.; D’ARAÚJO, M. C.   Getulismo e trabalhismo . São Paulo: Ática, 1989.O movimento político mencionado no texto caracterizou-se por",A:  reclamar a participação das agremiações partidárias; B:  apoiar a permanência da ditadura estadonovista; C:  demandar a conﬁrmação dos direitos trabalhistas; D:  reivindicar a transição constitucional sob influência  do governante; E:  resgatar a representatividade dos sindicatos sob controle social
